"cpv_code","cpv_label","level","division_code","division_label","parent_code","parent_label","category","related_concepts","embedding_text"
"42920000-1","Machinery for cleaning bottles, packing and weighing and spraying machinery","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","machinery; cleaning; filling; packing; wrapping; bottles; containers; weighing; spraying","CPV code: 42920000-1
Label: Machinery for cleaning bottles, packing and weighing and spraying machinery
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Machinery for cleaning bottles, packing and weighing and spraying machinery
Related concepts: machinery; cleaning; filling; packing; wrapping; bottles; containers; weighing; spraying"
"42930000-4","Centrifuges, calendering or vending machines","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","centrifuges; calendering; machines; vending","CPV code: 42930000-4
Label: Centrifuges, calendering or vending machines
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Centrifuges, calendering or vending machines
Related concepts: centrifuges; calendering; machines; vending"
"42940000-7","Machinery for the heat treatment of materials","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","machinery; heat; treatment; gas; ovens; accessories; thermostatic; baths; materials","CPV code: 42940000-7
Label: Machinery for the heat treatment of materials
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Machinery for the heat treatment of materials
Related concepts: machinery; heat; treatment; gas; ovens; accessories; thermostatic; baths; materials"
"42950000-0","Parts of general-purpose machinery","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","centrifuges; calendering; machines; rolling; filtering; machinery; purifying; spraying; general; purpose","CPV code: 42950000-0
Label: Parts of general-purpose machinery
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Parts of general-purpose machinery
Related concepts: centrifuges; calendering; machines; rolling; filtering; machinery; purifying; spraying; general; purpose"
"42960000-3","Command and control system, printing, graphics, office automation and information-processing equipment","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","command; control; system; printing; graphics; coin; press; office; automation; information","CPV code: 42960000-3
Label: Command and control system, printing, graphics, office automation and information-processing equipment
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Command and control system, printing, graphics, office automation and information-processing equipment
Related concepts: command; control; system; printing; graphics; coin; press; office; automation; information"
"42970000-6","Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","dishwashing; machines; cleaning; filling; packing; wrapping","CPV code: 42970000-6
Label: Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping
Related concepts: dishwashing; machines; cleaning; filling; packing; wrapping"
"42980000-9","Gas generators","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","ozone; generators; gas","CPV code: 42980000-9
Label: Gas generators
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Gas generators
Related concepts: ozone; generators; gas"
"42990000-2","Miscellaneous special-purpose machinery","4","42000000-6","Industrial machinery","42900000-5","Miscellaneous general and special-purpose machinery","Miscellaneous general and special-purpose machinery","paper; printing; bookbinding; machinery; purpose; electrical; chemical; industry","CPV code: 42990000-2
Label: Miscellaneous special-purpose machinery
Category: Miscellaneous general and special-purpose machinery
Division: Industrial machinery
Hierarchy: Industrial machinery > Miscellaneous general and special-purpose machinery > Miscellaneous special-purpose machinery
Related concepts: paper; printing; bookbinding; machinery; purpose; electrical; chemical; industry"
"43000000-3","Machinery for mining, quarrying, construction equipment","2","43000000-3","Machinery for mining, quarrying, construction equipment","","","Machinery for mining, quarrying, construction equipment","mining; earthmoving; excavating; machinery; associated; mineral; processing; foundry; quarrying","CPV code: 43000000-3
Label: Machinery for mining, quarrying, construction equipment
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment
Related concepts: mining; earthmoving; excavating; machinery; associated; mineral; processing; foundry; quarrying"
"43100000-4","Mining equipment","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","coal; rock; cutters; tunnelling; machinery; boring; sinking; drilling; mining","CPV code: 43100000-4
Label: Mining equipment
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mining equipment
Related concepts: coal; rock; cutters; tunnelling; machinery; boring; sinking; drilling; mining"
"43120000-0","Coal or rock cutters and tunnelling machinery, and boring or sinking machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43100000-4","Mining equipment","Mining equipment","well; drilling; machinery; coal; rock; cutting; tunnelling; boring; cutters; sinking","CPV code: 43120000-0
Label: Coal or rock cutters and tunnelling machinery, and boring or sinking machinery
Category: Mining equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mining equipment > Coal or rock cutters and tunnelling machinery, and boring or sinking machinery
Related concepts: well; drilling; machinery; coal; rock; cutting; tunnelling; boring; cutters; sinking"
"43130000-3","Drilling equipment","4","43000000-3","Machinery for mining, quarrying, construction equipment","43100000-4","Mining equipment","Mining equipment","offshore; production; platforms; oil; drilling; platform; field; machinery","CPV code: 43130000-3
Label: Drilling equipment
Category: Mining equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mining equipment > Drilling equipment
Related concepts: offshore; production; platforms; oil; drilling; platform; field; machinery"
"43140000-6","Mobile hydraulic-powered mine roof supports","4","43000000-3","Machinery for mining, quarrying, construction equipment","43100000-4","Mining equipment","Mining equipment","coal; rock; cutters; tunnelling; machinery; boring; sinking; drilling; mobile; hydraulic","CPV code: 43140000-6
Label: Mobile hydraulic-powered mine roof supports
Category: Mining equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mining equipment > Mobile hydraulic-powered mine roof supports
Related concepts: coal; rock; cutters; tunnelling; machinery; boring; sinking; drilling; mobile; hydraulic"
"43200000-5","Earthmoving and excavating machinery, and associated parts","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","earthmoving; machinery; graders; levellers; scraper; machines; tamping; front; excavating; associated","CPV code: 43200000-5
Label: Earthmoving and excavating machinery, and associated parts
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts
Related concepts: earthmoving; machinery; graders; levellers; scraper; machines; tamping; front; excavating; associated"
"43210000-8","Earthmoving machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","bulldozers; angle; dozers; earthmoving; machinery","CPV code: 43210000-8
Label: Earthmoving machinery
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Earthmoving machinery
Related concepts: bulldozers; angle; dozers; earthmoving; machinery"
"43220000-1","Graders and levellers","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","road; graders; levellers","CPV code: 43220000-1
Label: Graders and levellers
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Graders and levellers
Related concepts: road; graders; levellers"
"43230000-4","Scraper machines","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","earthmoving; machinery; graders; levellers; tamping; machines; front; end; scraper","CPV code: 43230000-4
Label: Scraper machines
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Scraper machines
Related concepts: earthmoving; machinery; graders; levellers; tamping; machines; front; end; scraper"
"43240000-7","Tamping machines","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","earthmoving; machinery; graders; levellers; scraper; machines; front; end; tamping","CPV code: 43240000-7
Label: Tamping machines
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Tamping machines
Related concepts: earthmoving; machinery; graders; levellers; scraper; machines; front; end; tamping"
"43250000-0","Front-end shovel loaders","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","front; end; shovel; loaders; backhoe; without","CPV code: 43250000-0
Label: Front-end shovel loaders
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Front-end shovel loaders
Related concepts: front; end; shovel; loaders; backhoe; without"
"43260000-3","Mechanical shovels, excavators and shovel loaders, and mining machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43200000-5","Earthmoving and excavating machinery, and associated parts","Earthmoving and excavating machinery, and associated parts","mechanical; shovels; excavating; machinery; excavators; shovel; loaders; mining","CPV code: 43260000-3
Label: Mechanical shovels, excavators and shovel loaders, and mining machinery
Category: Earthmoving and excavating machinery, and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Earthmoving and excavating machinery, and associated parts > Mechanical shovels, excavators and shovel loaders, and mining machinery
Related concepts: mechanical; shovels; excavating; machinery; excavators; shovel; loaders; mining"
"43300000-6","Construction machinery and equipment","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","civil; engineering; machinery","CPV code: 43300000-6
Label: Construction machinery and equipment
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Construction machinery and equipment
Related concepts: civil; engineering; machinery"
"43310000-9","Civil engineering machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43300000-6","Construction machinery and equipment","Construction machinery and equipment","pile; drivers; road; surfacing; machinery; snowploughs; snowblowers; extractors; civil; engineering","CPV code: 43310000-9
Label: Civil engineering machinery
Category: Construction machinery and equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Construction machinery and equipment > Civil engineering machinery
Related concepts: pile; drivers; road; surfacing; machinery; snowploughs; snowblowers; extractors; civil; engineering"
"43320000-2","Construction equipment","4","43000000-3","Machinery for mining, quarrying, construction equipment","43300000-6","Construction machinery and equipment","Construction machinery and equipment","bridge; suspension; dismantling; irrigation; drainage; park; playground; prefabricated","CPV code: 43320000-2
Label: Construction equipment
Category: Construction machinery and equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Construction machinery and equipment > Construction equipment
Related concepts: bridge; suspension; dismantling; irrigation; drainage; park; playground; prefabricated"
"43400000-7","Mineral-processing and foundry mould-forming machinery","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","mineral; processing; machinery; foundry; mould; forming","CPV code: 43400000-7
Label: Mineral-processing and foundry mould-forming machinery
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mineral-processing and foundry mould-forming machinery
Related concepts: mineral; processing; machinery; foundry; mould; forming"
"43410000-0","Mineral-processing machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43400000-7","Mineral-processing and foundry mould-forming machinery","Mineral-processing and foundry mould-forming machinery","sorting; screening; machines; mixing; gravel; bitumen; concrete; mortar; mineral; processing","CPV code: 43410000-0
Label: Mineral-processing machinery
Category: Mineral-processing and foundry mould-forming machinery
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mineral-processing and foundry mould-forming machinery > Mineral-processing machinery
Related concepts: sorting; screening; machines; mixing; gravel; bitumen; concrete; mortar; mineral; processing"
"43420000-3","Foundry mould-forming machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43400000-7","Mineral-processing and foundry mould-forming machinery","Mineral-processing and foundry mould-forming machinery","mineral; processing; machinery; foundry; mould; forming","CPV code: 43420000-3
Label: Foundry mould-forming machinery
Category: Mineral-processing and foundry mould-forming machinery
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Mineral-processing and foundry mould-forming machinery > Foundry mould-forming machinery
Related concepts: mineral; processing; machinery; foundry; mould; forming"
"43500000-8","Track-laying vehicles","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","mining; earthmoving; excavating; machinery; associated; mineral; processing; foundry; track; laying","CPV code: 43500000-8
Label: Track-laying vehicles
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Track-laying vehicles
Related concepts: mining; earthmoving; excavating; machinery; associated; mineral; processing; foundry; track; laying"
"43600000-9","Parts of machinery for mining, quarrying and construction","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","boring; machinery; mineral; processing; sinking; excavating; mining; quarrying","CPV code: 43600000-9
Label: Parts of machinery for mining, quarrying and construction
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Parts of machinery for mining, quarrying and construction
Related concepts: boring; machinery; mineral; processing; sinking; excavating; mining; quarrying"
"43610000-2","Parts for boring machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43600000-9","Parts of machinery for mining, quarrying and construction","Parts of machinery for mining, quarrying and construction","well; drilling; machinery; extraction; coal; rock; cutting; tunnelling; boring","CPV code: 43610000-2
Label: Parts for boring machinery
Category: Parts of machinery for mining, quarrying and construction
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Parts of machinery for mining, quarrying and construction > Parts for boring machinery
Related concepts: well; drilling; machinery; extraction; coal; rock; cutting; tunnelling; boring"
"43620000-5","Parts of mineral-processing machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43600000-9","Parts of machinery for mining, quarrying and construction","Parts of machinery for mining, quarrying and construction","boring; machinery; sinking; excavating; mineral; processing","CPV code: 43620000-5
Label: Parts of mineral-processing machinery
Category: Parts of machinery for mining, quarrying and construction
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Parts of machinery for mining, quarrying and construction > Parts of mineral-processing machinery
Related concepts: boring; machinery; sinking; excavating; mineral; processing"
"43630000-8","Parts of sinking machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43600000-9","Parts of machinery for mining, quarrying and construction","Parts of machinery for mining, quarrying and construction","boring; machinery; mineral; processing; excavating; sinking","CPV code: 43630000-8
Label: Parts of sinking machinery
Category: Parts of machinery for mining, quarrying and construction
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Parts of machinery for mining, quarrying and construction > Parts of sinking machinery
Related concepts: boring; machinery; mineral; processing; excavating; sinking"
"43640000-1","Parts of excavating machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43600000-9","Parts of machinery for mining, quarrying and construction","Parts of machinery for mining, quarrying and construction","boring; machinery; mineral; processing; sinking; excavating","CPV code: 43640000-1
Label: Parts of excavating machinery
Category: Parts of machinery for mining, quarrying and construction
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Parts of machinery for mining, quarrying and construction > Parts of excavating machinery
Related concepts: boring; machinery; mineral; processing; sinking; excavating"
"43700000-0","Machinery for metallurgy and associated parts","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","metal; rolling; machinery; casting; machines; metallurgy; associated","CPV code: 43700000-0
Label: Machinery for metallurgy and associated parts
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Machinery for metallurgy and associated parts
Related concepts: metal; rolling; machinery; casting; machines; metallurgy; associated"
"43710000-3","Metal-rolling machinery","4","43000000-3","Machinery for mining, quarrying, construction equipment","43700000-0","Machinery for metallurgy and associated parts","Machinery for metallurgy and associated parts","metal; rolling; machinery","CPV code: 43710000-3
Label: Metal-rolling machinery
Category: Machinery for metallurgy and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Machinery for metallurgy and associated parts > Metal-rolling machinery
Related concepts: metal; rolling; machinery"
"43720000-6","Casting machines","4","43000000-3","Machinery for mining, quarrying, construction equipment","43700000-0","Machinery for metallurgy and associated parts","Machinery for metallurgy and associated parts","casting; machines","CPV code: 43720000-6
Label: Casting machines
Category: Machinery for metallurgy and associated parts
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Machinery for metallurgy and associated parts > Casting machines
Related concepts: casting; machines"
"43800000-1","Workshop equipment","3","43000000-3","Machinery for mining, quarrying, construction equipment","43000000-3","Machinery for mining, quarrying, construction equipment","Machinery for mining, quarrying, construction equipment","woodworking; shoe; making; power; tools; blacksmiths; workshop","CPV code: 43800000-1
Label: Workshop equipment
Category: Machinery for mining, quarrying, construction equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Workshop equipment
Related concepts: woodworking; shoe; making; power; tools; blacksmiths; workshop"
"43810000-4","Woodworking equipment","4","43000000-3","Machinery for mining, quarrying, construction equipment","43800000-1","Workshop equipment","Workshop equipment","sanding; machines; sawing; woodworking","CPV code: 43810000-4
Label: Woodworking equipment
Category: Workshop equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Workshop equipment > Woodworking equipment
Related concepts: sanding; machines; sawing; woodworking"
"43820000-7","Shoe-making equipment","4","43000000-3","Machinery for mining, quarrying, construction equipment","43800000-1","Workshop equipment","Workshop equipment","woodworking; power; tools; blacksmiths; shoe; making","CPV code: 43820000-7
Label: Shoe-making equipment
Category: Workshop equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Workshop equipment > Shoe-making equipment
Related concepts: woodworking; power; tools; blacksmiths; shoe; making"
"43830000-0","Power tools","4","43000000-3","Machinery for mining, quarrying, construction equipment","43800000-1","Workshop equipment","Workshop equipment","woodworking; shoe; making; blacksmiths; power; tools","CPV code: 43830000-0
Label: Power tools
Category: Workshop equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Workshop equipment > Power tools
Related concepts: woodworking; shoe; making; blacksmiths; power; tools"
"43840000-3","Blacksmiths' equipment","4","43000000-3","Machinery for mining, quarrying, construction equipment","43800000-1","Workshop equipment","Workshop equipment","woodworking; shoe; making; power; tools; blacksmiths","CPV code: 43840000-3
Label: Blacksmiths' equipment
Category: Workshop equipment
Division: Machinery for mining, quarrying, construction equipment
Hierarchy: Machinery for mining, quarrying, construction equipment > Workshop equipment > Blacksmiths' equipment
Related concepts: woodworking; shoe; making; power; tools; blacksmiths"
"44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","2","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","","","Construction structures and materials; auxiliary products to construction (except electric apparatus)","materials; associated; items; structural; cable; wire; fabricated; tools; structures; auxiliary","CPV code: 44000000-0
Label: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Category: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Related concepts: materials; associated; items; structural; cable; wire; fabricated; tools; structures; auxiliary"
"44100000-1","Construction materials and associated items","3","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","Construction structures and materials; auxiliary products to construction (except electric apparatus)","materials; sewer; mains; pipeline; piping; pipes; casing; tubing; associated; items","CPV code: 44100000-1
Label: Construction materials and associated items
Category: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items
Related concepts: materials; sewer; mains; pipeline; piping; pipes; casing; tubing; associated; items"
"44110000-4","Construction materials","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","building; materials; structures; road; concrete; fittings","CPV code: 44110000-4
Label: Construction materials
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Construction materials
Related concepts: building; materials; structures; road; concrete; fittings"
"44130000-0","Sewer mains","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","sewage; chambers; culvert; elements; ductile; iron; end; caps; sewer; mains","CPV code: 44130000-0
Label: Sewer mains
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Sewer mains
Related concepts: sewage; chambers; culvert; elements; ductile; iron; end; caps; sewer; mains"
"44140000-3","Products related to construction materials","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","conduit; frames; pallets; posts; materials","CPV code: 44140000-3
Label: Products related to construction materials
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Products related to construction materials
Related concepts: conduit; frames; pallets; posts; materials"
"44160000-9","Pipeline, piping, pipes, casing, tubing and related items","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","pipelines; piping; pipes; fittings; casing; tubing; hoses; risers; pipeline; items","CPV code: 44160000-9
Label: Pipeline, piping, pipes, casing, tubing and related items
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Pipeline, piping, pipes, casing, tubing and related items
Related concepts: pipelines; piping; pipes; fittings; casing; tubing; hoses; risers; pipeline; items"
"44170000-2","Plates, sheets, strip and foil related to construction materials","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","plates; sheets; strip; foil; panels; film; materials","CPV code: 44170000-2
Label: Plates, sheets, strip and foil related to construction materials
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Plates, sheets, strip and foil related to construction materials
Related concepts: plates; sheets; strip; foil; panels; film; materials"
"44190000-8","Miscellaneous construction materials","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44100000-1","Construction materials and associated items","Construction materials and associated items","materials; wood","CPV code: 44190000-8
Label: Miscellaneous construction materials
Category: Construction materials and associated items
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Construction materials and associated items > Miscellaneous construction materials
Related concepts: materials; wood"
"44200000-2","Structural products","3","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","Construction structures and materials; auxiliary products to construction (except electric apparatus)","structures; builders; joinery; carpentry; structural","CPV code: 44200000-2
Label: Structural products
Category: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Structural products
Related concepts: structures; builders; joinery; carpentry; structural"
"44210000-5","Structures and parts of structures","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44200000-2","Structural products","Structural products","prefabricated; buildings; structural; except; structures","CPV code: 44210000-5
Label: Structures and parts of structures
Category: Structural products
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Structural products > Structures and parts of structures
Related concepts: prefabricated; buildings; structural; except; structures"
"44220000-8","Builders' joinery","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44200000-2","Structural products","Structural products","windows; doors; items; builders; joinery","CPV code: 44220000-8
Label: Builders' joinery
Category: Structural products
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Structural products > Builders' joinery
Related concepts: windows; doors; items; builders; joinery"
"44230000-1","Builders' carpentry","4","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44200000-2","Structural products","Structural products","made; fencing; panels; timber; roof; trusses; staircases; builders; carpentry","CPV code: 44230000-1
Label: Builders' carpentry
Category: Structural products
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Structural products > Builders' carpentry
Related concepts: made; fencing; panels; timber; roof; trusses; staircases; builders; carpentry"
"44300000-3","Cable, wire and related products","3","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","44000000-0","Construction structures and materials; auxiliary products to construction (except electric apparatus)","Construction structures and materials; auxiliary products to construction (except electric apparatus)","wire; cable; bars; rods; profiles; used","CPV code: 44300000-3
Label: Cable, wire and related products
Category: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Division: Construction structures and materials; auxiliary products to construction (except electric apparatus)
Hierarchy: Construction structures and materials; auxiliary products to construction (except electric apparatus) > Cable, wire and related products
Related concepts: wire; cable; bars; rods; profiles; used"
